Geographic Area Name,HighSchool_WholeRate,Bachelor_WholeRate,HighSchool_WhiteRate,Bachelor_WhiteRate,HighSchool_NHWhiteRate,Bachelor_NHWhiteRate,HighSchool_BlackRate,Bachelor_BlackRate
"Litchfield, Connecticut",93.0,35.4,93.3,35.5,93.9,35.7,83.1,24.1
"Middlesex, Connecticut",94.2,42.2,94.9,42.8,95.1,42.9,88.0,27.2
"New Haven, Connecticut",90.1,35.0,91.8,37.4,93.8,39.9,87.6,20.2
"New London, Connecticut",92.3,33.3,93.6,35.1,94.5,35.7,85.3,16.1
"Tolland, Connecticut",95.0,41.8,95.7,41.1,95.9,41.2,91.9,25.8
"Windham, Connecticut",88.4,24.3,89.6,25.0,90.5,25.7,74.3,14.5
"Kent, Delaware",87.4,23.7,87.5,23.9,88.4,24.4,88.7,23.1
"New Castle, Delaware",91.6,36.2,92.4,37.8,94.9,39.7,91.7,25.4
"Sussex, Delaware",88.1,28.3,90.1,30.3,92.0,31.5,77.8,12.8
"District of Columbia, District of Columbia",90.9,58.5,98.1,89.5,99.5,91.9,86.3,27.3
"Alachua, Florida",92.6,43.3,94.2,47.1,94.8,47.0,86.5,21.3
"Baker, Florida",85.7,13.2,87.0,13.8,87.7,13.8,79.7,7.3
"Bay, Florida",90.7,23.7,91.3,24.9,91.5,24.9,87.3,12.5
"Bradford, Florida",79.6,9.9,82.9,11.8,83.3,12.2,66.2,2.1
"Brevard, Florida",92.2,30.2,93.3,31.2,93.8,31.3,84.6,18.1
"Broward, Florida",89.0,32.4,91.2,36.3,93.9,38.9,84.5,21.6
"Calhoun, Florida",76.9,9.5,79.1,10.4,80.3,10.4,68.5,3.4
"Charlotte, Florida",90.6,23.4,91.4,23.8,92.2,24.0,82.8,13.0
"Citrus, Florida",88.4,18.3,88.5,17.6,89.0,17.4,80.8,19.7
"Clay, Florida",91.8,24.9,92.0,24.7,92.2,24.3,93.7,24.4
"Collier, Florida",87.1,36.4,88.7,37.9,95.4,44.6,69.6,14.8
"Columbia, Florida",86.1,14.9,87.0,15.9,87.3,15.5,85.3,8.5
"DeSoto, Florida",73.5,11.5,74.5,12.2,86.3,15.9,69.8,6.1
"Dixie, Florida",78.4,10.4,79.8,11.4,80.2,10.9,69.0,0.4
"Duval, Florida",89.8,30.0,91.4,33.4,92.3,34.2,86.8,19.1
"Escambia, Florida",90.5,26.5,93.0,30.2,93.4,30.1,84.5,13.5
"Flagler, Florida",92.2,25.1,92.6,24.8,92.9,25.6,89.6,22.8
"Franklin, Florida",80.7,18.8,82.9,20.7,83.6,21.0,68.5,6.4
"Gadsden, Florida",79.8,16.2,87.0,20.5,90.1,22.4,74.6,13.3
"Gilchrist, Florida",85.4,13.4,86.7,13.4,88.6,13.5,58.9,5.7
"Glades, Florida",74.5,11.2,75.4,11.9,83.7,13.4,66.9,8.5
"Gulf, Florida",85.5,19.2,87.1,22.6,88.2,23.4,80.9,5.2
"Hamilton, Florida",73.0,7.9,77.1,10.2,81.7,10.5,66.1,4.0
"Hardee, Florida",77.2,10.2,78.6,10.3,87.6,13.4,74.8,10.9
"Hendry, Florida",66.3,8.3,64.7,9.3,83.2,15.3,83.5,4.2
"Hernando, Florida",87.9,18.4,88.3,18.3,89.1,18.4,85.2,16.3
"Highlands, Florida",85.7,17.2,87.8,16.9,89.7,17.5,77.9,14.4
"Hillsborough, Florida",88.7,33.5,90.2,35.2,93.6,39.8,87.9,23.1
"Holmes, Florida",78.7,10.7,79.2,10.5,78.9,10.8,69.4,2.3
"Indian River, Florida",89.4,29.1,90.5,30.0,92.9,31.7,78.9,14.8
"Jackson, Florida",80.5,12.6,83.1,14.8,84.4,15.2,74.4,7.2
"Jefferson, Florida",82.0,22.3,86.9,29.0,88.4,30.5,70.6,7.0
"Lafayette, Florida",75.3,11.8,78.4,13.4,80.4,10.5,57.3,0.9
"Lake, Florida",89.5,24.0,90.1,24.4,91.5,24.9,86.0,17.3
"Lee, Florida",88.4,28.2,90.0,29.4,93.3,32.1,79.5,15.9
"Leon, Florida",93.5,46.2,96.0,52.0,96.4,52.8,87.8,28.7
"Levy, Florida",84.9,12.2,85.9,12.4,87.0,12.4,74.9,7.3
"Liberty, Florida",81.4,14.4,83.9,16.0,85.4,16.7,72.2,3.8
"Madison, Florida",81.0,14.0,90.1,19.2,90.4,19.1,67.4,6.3
"Manatee, Florida",89.7,29.8,90.6,30.7,93.4,32.2,85.2,17.0
"Marion, Florida",87.6,20.1,88.6,20.6,90.1,20.9,81.8,14.5
"Martin, Florida",91.0,34.1,92.9,35.7,94.3,36.7,75.2,10.3
"Miami-Dade, Florida",81.4,29.8,82.0,32.1,94.9,52.7,78.9,17.4
"Monroe, Florida",91.4,34.4,92.0,35.9,96.2,39.8,88.6,18.7
"Nassau, Florida",91.3,29.6,91.4,29.7,91.8,30.1,88.3,27.1
"Okaloosa, Florida",92.4,31.1,94.1,32.9,94.2,33.2,86.5,20.9
"Okeechobee, Florida",77.2,11.3,78.3,11.4,84.5,12.6,66.9,10.5
"Orange, Florida",88.5,34.6,90.7,37.9,94.5,44.1,84.8,23.1
"Osceola, Florida",86.7,21.8,87.5,21.7,91.1,25.7,86.6,20.2
"Palm Beach, Florida",88.5,36.7,91.1,40.2,95.4,44.3,79.7,20.1
"Pasco, Florida",89.5,24.0,89.9,22.9,90.7,22.9,88.2,30.3
"Pinellas, Florida",91.3,31.7,92.5,32.8,93.2,33.3,84.8,19.0
"Polk, Florida",85.0,20.2,86.1,20.6,89.2,22.1,82.2,15.0
"Putnam, Florida",81.8,12.3,83.0,13.3,85.6,13.9,76.4,6.2
"St. Johns, Florida",94.8,44.7,95.3,45.2,95.6,45.6,87.4,25.5
"St. Lucie, Florida",86.3,21.6,88.1,22.6,91.3,24.2,79.7,15.7
"Santa Rosa, Florida",91.3,27.7,92.6,28.8,92.8,28.9,78.5,12.9
"Sarasota, Florida",93.1,35.4,93.8,36.3,94.6,37.3,83.0,13.3
"Seminole, Florida",94.3,39.6,95.4,40.8,96.4,43.1,89.9,27.0
"Sumter, Florida",92.1,31.8,93.7,33.7,94.4,34.5,76.2,6.8
"Suwannee, Florida",82.3,15.5,82.5,15.8,83.9,16.1,81.1,8.5
"Taylor, Florida",78.8,8.3,82.6,8.8,83.2,8.9,66.0,4.6
"Union, Florida",76.5,9.2,80.7,10.8,81.5,10.6,64.0,5.0
"Volusia, Florida",90.5,23.7,91.3,24.1,92.0,24.9,87.5,18.1
"Wakulla, Florida",87.7,18.3,89.5,20.6,89.6,20.2,81.3,8.0
"Walton, Florida",89.1,28.5,90.4,30.1,90.5,30.0,78.3,14.1
"Washington, Florida",81.3,12.5,82.9,13.1,82.6,13.3,75.0,7.8
"Appling, Georgia",74.9,9.8,77.9,11.7,79.6,12.1,69.5,3.4
"Atkinson, Georgia",67.2,12.2,66.8,14.3,74.9,17.9,79.7,5.3
"Bacon, Georgia",82.1,10.5,84.1,11.6,85.8,11.8,67.6,4.7
"Baker, Georgia",80.6,12.9,87.9,10.4,88.8,9.7,73.3,10.6
"Baldwin, Georgia",85.8,23.3,88.9,30.5,89.0,30.3,81.9,12.7
"Banks, Georgia",75.9,13.4,76.5,13.9,78.1,14.1,71.8,4.5
"Barrow, Georgia",84.5,19.0,85.7,19.7,86.6,19.6,82.0,13.6
"Bartow, Georgia",83.6,18.6,84.1,19.4,85.1,19.3,84.2,12.1
"Ben Hill, Georgia",83.5,11.2,83.9,13.2,86.6,13.6,82.7,7.2
"Berrien, Georgia",79.0,11.4,81.1,12.6,81.6,12.7,72.5,3.5
"Bibb, Georgia",86.0,25.4,90.5,34.8,91.1,35.3,82.2,16.1
"Bleckley, Georgia",88.6,18.7,91.8,21.2,92.1,21.4,74.6,6.9
"Brantley, Georgia",78.9,8.9,79.0,9.1,79.9,9.2,68.8,0.4
"Brooks, Georgia",85.1,17.8,90.9,21.7,91.4,21.0,74.0,11.9
"Bryan, Georgia",91.6,33.1,92.1,33.2,92.1,33.7,88.8,28.0
"Bulloch, Georgia",87.3,27.0,89.8,31.4,89.8,31.2,83.3,15.1
"Burke, Georgia",80.1,13.2,84.2,17.8,84.7,18.1,76.1,8.1
"Butts, Georgia",80.6,12.2,83.1,14.7,83.3,14.1,73.2,4.4
"Calhoun, Georgia",72.9,9.1,81.0,12.4,84.0,13.0,69.4,6.6
"Camden, Georgia",91.3,23.9,92.6,25.0,92.8,25.0,87.9,17.8
"Candler, Georgia",77.3,13.0,79.6,15.7,82.4,16.2,71.9,6.8
"Carroll, Georgia",84.6,21.1,86.0,23.1,87.0,23.5,82.4,11.7
"Catoosa, Georgia",87.5,21.4,88.0,21.7,88.1,21.7,93.2,20.9
"Charlton, Georgia",74.1,8.8,77.1,10.2,79.2,10.6,67.3,1.7
"Chatham, Georgia",89.9,33.6,93.0,42.4,93.9,43.3,86.0,19.4
"Chattahoochee, Georgia",94.3,29.5,93.4,29.9,92.4,31.3,95.9,27.1
"Chattooga, Georgia",73.8,8.9,77.0,9.7,78.3,9.9,56.2,2.7
"Cherokee, Georgia",92.1,38.2,92.7,38.5,94.2,39.7,94.5,37.6
"Clarke, Georgia",88.0,44.0,91.0,54.7,95.9,59.4,81.6,18.7
"Clay, Georgia",80.0,12.5,85.3,23.9,85.2,24.2,75.4,4.3
"Clayton, Georgia",84.8,19.5,76.4,14.0,83.9,15.7,91.3,21.5
"Clinch, Georgia",69.2,10.0,74.4,14.0,74.9,14.1,64.2,0.9
"Cobb, Georgia",92.1,47.4,93.2,50.8,95.3,53.0,94.5,40.3
"Coffee, Georgia",75.7,13.0,77.2,15.9,81.8,17.2,73.5,5.6
"Colquitt, Georgia",74.7,12.8,81.9,16.4,84.6,17.3,71.6,4.8
"Columbia, Georgia",92.7,36.4,92.8,35.5,94.5,36.3,94.0,33.3
"Cook, Georgia",79.1,13.5,79.9,13.8,81.2,14.3,77.6,10.7
"Coweta, Georgia",89.2,30.3,90.8,32.1,91.7,32.7,83.2,22.4
"Crawford, Georgia",83.1,10.5,86.0,10.9,85.9,10.7,73.3,9.5
"Crisp, Georgia",82.8,14.1,85.5,17.8,85.4,18.3,78.6,8.9
"Dade, Georgia",80.7,15.2,80.6,14.2,80.6,14.3,90.0,0.0
"Dawson, Georgia",87.2,30.6,87.8,30.4,88.5,30.6,63.2,35.2
"Decatur, Georgia",82.5,13.8,87.8,18.5,88.9,18.9,76.9,7.3
"DeKalb, Georgia",89.3,44.2,92.7,65.0,97.5,69.9,89.2,29.2
"Dodge, Georgia",85.6,14.3,88.6,17.0,88.3,16.6,78.4,7.1
"Dooly, Georgia",77.7,12.1,81.6,19.7,82.4,20.5,74.6,5.2
"Dougherty, Georgia",83.4,21.4,86.2,28.8,86.7,29.0,82.1,17.5
"Douglas, Georgia",87.8,28.2,85.3,22.9,87.5,23.9,92.3,33.9
"Early, Georgia",80.4,15.1,84.9,21.8,85.1,21.8,74.7,6.6
"Echols, Georgia",74.2,9.7,79.1,11.4,81.7,12.1,61.2,7.5
"Effingham, Georgia",88.3,20.0,88.6,19.6,88.8,19.3,87.6,19.5
"Elbert, Georgia",78.4,11.6,78.7,13.3,80.3,13.8,78.4,6.7
"Emanuel, Georgia",78.6,13.0,81.8,15.5,81.5,15.7,73.0,8.2
"Evans, Georgia",76.2,15.8,80.7,20.5,82.3,21.1,73.7,6.9
"Fannin, Georgia",86.6,21.8,86.9,22.1,87.0,22.2,66.7,22.2
"Fayette, Georgia",95.3,46.2,95.4,46.1,96.1,46.9,94.6,46.5
"Floyd, Georgia",82.4,20.9,84.5,22.9,86.7,24.0,78.2,11.0
"Forsyth, Georgia",93.0,53.1,93.5,49.7,95.3,51.1,94.9,49.3
"Franklin, Georgia",82.3,15.9,83.2,16.5,83.6,16.4,80.1,8.7
"Fulton, Georgia",92.6,52.9,96.0,68.8,98.1,72.0,89.1,31.0
"Gilmer, Georgia",81.7,20.4,83.2,21.2,84.6,21.6,85.0,13.5
"Glascock, Georgia",78.2,11.6,80.7,12.6,80.6,12.7,54.5,0.0
"Glynn, Georgia",88.1,29.9,90.5,35.1,92.2,35.8,81.0,13.3
"Gordon, Georgia",77.9,14.7,79.4,14.8,81.8,15.0,84.8,10.1
"Grady, Georgia",80.1,13.9,83.6,16.7,86.7,17.5,75.9,6.7
"Greene, Georgia",85.3,26.9,90.9,37.6,90.9,38.4,76.7,5.2
"Gwinnett, Georgia",87.7,36.9,90.0,39.6,95.0,43.7,94.0,35.5
"Habersham, Georgia",79.6,19.3,81.5,20.3,84.6,21.1,78.9,13.7
"Hall, Georgia",79.1,24.5,79.5,25.6,89.2,30.8,84.9,14.7
"Hancock, Georgia",74.2,8.6,90.6,15.2,90.6,15.2,67.9,5.8
"Haralson, Georgia",81.2,14.8,81.2,15.0,81.0,14.7,86.4,10.1
"Harris, Georgia",92.2,31.4,93.7,34.2,93.8,33.9,84.3,18.1
"Hart, Georgia",81.5,15.7,82.9,16.6,83.4,17.0,79.6,12.6
"Heard, Georgia",79.7,8.7,79.7,8.4,79.8,8.5,74.2,5.4
"Henry, Georgia",91.2,28.5,89.9,23.4,91.2,23.9,94.1,34.5
"Houston, Georgia",91.6,28.3,92.9,29.2,94.2,29.8,90.1,24.9
"Irwin, Georgia",81.5,15.1,85.6,17.1,85.7,16.6,71.2,10.1
"Jackson, Georgia",84.1,22.7,85.7,23.6,86.7,24.4,74.2,14.6
"Jasper, Georgia",82.8,14.2,84.4,14.6,85.1,14.8,80.8,8.0
"Jeff Davis, Georgia",79.3,10.3,79.5,10.8,81.8,11.2,83.0,8.0
"Jefferson, Georgia",76.4,9.9,83.0,14.2,85.0,14.6,72.7,6.0
"Jenkins, Georgia",79.3,7.9,87.6,10.2,87.3,10.4,62.7,3.1
"Johnson, Georgia",75.1,9.1,81.2,10.5,81.8,10.5,62.2,5.4
"Jones, Georgia",89.1,19.6,88.8,20.1,88.6,19.6,89.8,17.0
"Lamar, Georgia",87.0,15.8,87.4,18.1,87.4,18.3,88.0,10.4
"Lanier, Georgia",80.0,16.5,81.0,17.7,80.9,16.8,76.5,13.6
"Laurens, Georgia",85.9,16.2,88.9,18.1,88.9,18.1,80.9,12.1
"Lee, Georgia",90.9,25.4,92.9,24.4,92.8,23.3,86.3,28.2
"Liberty, Georgia",90.7,18.3,91.0,18.9,90.6,19.3,91.4,17.8
"Lincoln, Georgia",82.1,15.9,87.5,18.2,87.7,18.2,71.3,10.2
"Long, Georgia",87.7,17.4,88.1,17.8,90.5,19.3,89.4,18.0
"Lowndes, Georgia",86.6,25.3,91.6,31.2,92.0,31.7,78.9,14.0
"Lumpkin, Georgia",84.8,26.4,85.2,26.3,85.7,26.8,91.0,22.0
"McDuffie, Georgia",83.4,14.0,89.8,17.4,90.1,17.4,73.8,8.6
"McIntosh, Georgia",85.2,17.6,86.6,20.8,86.6,20.7,81.8,12.3
"Macon, Georgia",73.6,8.8,81.8,15.8,83.0,16.7,69.0,4.7
"Madison, Georgia",83.2,18.5,84.0,19.3,84.3,19.1,78.0,12.8
"Marion, Georgia",77.8,13.4,79.5,15.8,80.3,15.1,77.7,7.4
"Meriwether, Georgia",79.7,10.4,84.5,11.1,84.4,11.3,72.9,8.9
"Miller, Georgia",82.6,14.0,85.1,18.6,85.1,18.6,77.2,3.4
"Mitchell, Georgia",77.2,9.7,81.3,12.4,83.4,12.8,72.4,6.2
"Monroe, Georgia",85.7,26.8,89.7,31.1,90.2,31.2,72.9,11.4
"Montgomery, Georgia",81.7,16.0,86.1,20.1,86.5,20.2,75.3,7.4
"Morgan, Georgia",87.7,20.7,90.4,24.7,90.1,25.0,77.7,7.0
"Murray, Georgia",70.7,10.1,70.5,10.2,73.1,10.8,93.1,2.6
"Muscogee, Georgia",88.0,25.8,91.3,33.2,91.6,33.9,85.2,16.9
"Newton, Georgia",86.6,19.8,84.8,19.1,86.7,19.7,88.4,20.3
"Oconee, Georgia",94.5,52.3,95.8,53.0,96.5,53.6,84.7,31.8
"Oglethorpe, Georgia",79.7,17.1,82.8,20.5,84.5,21.1,65.4,1.5
"Paulding, Georgia",89.4,22.6,88.8,21.7,89.5,21.9,94.4,26.7
"Peach, Georgia",83.0,20.5,87.5,21.1,89.4,21.8,80.3,20.4
"Pickens, Georgia",85.3,23.1,86.2,24.2,86.3,24.1,73.2,8.5
"Pierce, Georgia",83.4,12.6,85.0,13.2,85.3,13.2,83.2,10.2
"Pike, Georgia",88.2,17.1,88.8,17.3,89.0,17.4,81.3,9.5
"Polk, Georgia",78.8,13.7,80.7,14.7,82.9,15.3,78.0,10.4
"Pulaski, Georgia",81.1,13.2,87.5,14.4,88.1,14.2,69.1,11.5
"Putnam, Georgia",87.6,23.4,90.7,28.9,90.6,29.1,83.3,7.8
"Quitman, Georgia",64.7,7.1,83.4,17.5,83.0,16.9,52.7,0.5
"Rabun, Georgia",84.8,24.2,85.9,25.1,87.3,25.4,77.7,6.6
"Randolph, Georgia",74.5,10.3,84.4,19.9,84.3,20.0,67.5,2.9
"Richmond, Georgia",84.1,21.4,86.2,26.8,86.4,26.7,82.3,15.8
"Rockdale, Georgia",88.8,26.3,86.1,22.6,89.6,24.8,92.0,29.2
"Schley, Georgia",87.6,13.3,91.9,15.7,91.8,14.8,77.3,4.5
"Screven, Georgia",83.5,15.4,90.2,22.6,90.4,22.3,73.3,4.1
"Seminole, Georgia",86.0,16.2,87.8,19.7,87.6,19.3,83.6,6.4
"Spalding, Georgia",81.9,17.8,84.8,19.9,84.8,20.0,75.1,11.5
"Stephens, Georgia",82.1,21.0,82.4,23.5,83.0,23.9,77.2,3.5
"Stewart, Georgia",68.1,12.2,82.2,28.2,82.8,28.4,70.5,5.6
"Sumter, Georgia",81.4,18.3,89.6,28.4,90.6,29.4,74.5,8.9
"Talbot, Georgia",82.3,12.1,88.3,16.9,88.4,16.5,77.8,7.9
"Taliaferro, Georgia",71.0,8.1,83.8,10.1,87.5,10.6,64.9,5.7
"Tattnall, Georgia",75.8,13.2,84.8,19.2,85.1,19.1,65.4,3.2
"Taylor, Georgia",78.5,12.6,83.6,17.3,83.5,17.5,69.8,6.1
"Telfair, Georgia",70.3,8.6,76.0,12.5,78.9,13.1,69.3,2.9
"Terrell, Georgia",77.5,11.2,88.1,18.3,88.5,17.6,72.3,6.5
"Thomas, Georgia",84.9,24.7,89.1,30.1,89.9,30.6,77.5,15.4
"Tift, Georgia",81.9,18.1,85.9,22.3,87.8,23.4,74.7,9.5
"Toombs, Georgia",80.1,16.2,85.8,20.8,87.1,21.7,75.0,4.0
"Towns, Georgia",89.9,30.1,89.9,29.3,89.8,29.4,100.0,73.0
"Treutlen, Georgia",73.7,12.4,74.0,13.4,74.5,13.6,73.0,9.3
"Troup, Georgia",83.4,19.0,86.9,24.9,87.4,25.1,77.6,6.7
"Turner, Georgia",81.2,11.7,84.7,14.2,85.7,14.8,76.0,8.4
"Twiggs, Georgia",74.2,11.8,78.4,11.3,78.4,11.4,68.5,12.0
"Union, Georgia",89.0,22.5,89.2,22.6,89.8,23.3,80.6,26.4
"Upson, Georgia",82.3,13.4,86.0,15.3,86.2,15.4,72.6,6.9
"Walker, Georgia",82.0,16.6,82.0,16.5,82.0,16.5,80.2,12.8
"Walton, Georgia",86.9,21.7,90.1,23.1,90.5,23.2,75.3,14.1
"Ware, Georgia",81.4,15.2,83.7,17.5,84.1,17.2,79.6,9.5
"Warren, Georgia",73.2,12.3,86.0,16.6,86.0,16.6,63.9,8.0
"Washington, Georgia",81.3,12.3,89.4,18.4,90.3,18.9,74.5,6.4
"Wayne, Georgia",83.4,13.0,83.7,14.5,84.5,14.3,82.7,7.3
"Webster, Georgia",79.3,14.7,84.9,20.6,86.3,21.1,78.2,6.2
"Wheeler, Georgia",80.8,13.6,79.5,11.2,79.7,11.2,82.9,17.3
"White, Georgia",85.2,22.7,85.8,22.9,85.6,22.9,80.6,35.1
"Whitfield, Georgia",69.5,15.7,69.8,15.8,80.4,19.7,84.4,11.7
"Wilcox, Georgia",82.1,12.2,86.9,15.9,89.8,16.6,73.1,4.6
"Wilkes, Georgia",83.7,13.8,89.2,20.0,90.2,20.2,78.6,4.8
"Wilkinson, Georgia",84.4,10.9,84.6,12.7,85.1,13.1,84.5,8.0
"Worth, Georgia",82.9,11.0,88.2,13.2,88.3,13.4,69.7,5.2
"Hawaii, Hawaii",92.3,29.4,95.6,40.1,96.0,41.5,91.4,35.8
"Honolulu, Hawaii",91.9,35.0,97.3,48.3,97.4,50.2,97.0,29.9
"Kalawao, Hawaii",90.3,24.2,93.8,62.5,93.3,66.7,100.0,0.0
"Kauai, Hawaii",92.5,29.2,96.2,41.5,96.2,42.9,94.7,19.6
"Maui, Hawaii",92.0,27.2,95.7,38.2,97.0,40.8,77.9,23.2
"Ada, Idaho",95.2,38.5,95.7,38.6,96.4,39.5,89.0,27.9
"Adams, Idaho",90.2,21.2,89.8,21.5,90.3,21.6,100.0,0.0
"Bannock, Idaho",92.5,27.8,93.6,28.4,94.1,28.8,89.1,42.3
"Bear Lake, Idaho",93.5,18.9,94.5,19.2,94.6,19.2,49.0,36.7
"Benewah, Idaho",87.6,15.2,88.0,15.8,88.0,15.7,100.0,33.3
"Bingham, Idaho",89.2,21.2,92.3,23.2,94.5,24.4,,
"Blaine, Idaho",88.7,35.4,90.1,35.7,96.4,41.2,100.0,0.0
"Boise, Idaho",94.3,27.1,94.4,26.8,94.2,26.9,100.0,0.0
"Bonner, Idaho",90.8,23.8,91.3,24.2,91.3,24.2,100.0,33.3
"Bonneville, Idaho",92.0,31.3,93.8,32.8,94.9,34.1,93.2,28.6
"Boundary, Idaho",91.8,19.8,92.0,20.2,93.2,20.3,100.0,100.0
"Butte, Idaho",92.8,16.2,92.7,15.7,92.6,16.4,100.0,0.0
"Camas, Idaho",93.3,16.3,93.3,16.3,95.5,16.7,,
"Canyon, Idaho",85.1,18.7,88.6,20.3,91.7,22.1,96.4,33.0
"Caribou, Idaho",91.2,19.0,91.7,19.4,92.1,19.4,,
"Cassia, Idaho",83.6,18.6,84.4,18.9,90.9,22.2,100.0,0.0
"Clark, Idaho",59.8,12.2,60.7,11.3,92.9,19.9,,
"Clearwater, Idaho",90.4,17.9,90.8,18.1,91.0,18.4,84.8,9.1
"Custer, Idaho",89.4,24.4,90.0,22.1,90.3,22.6,,
"Elmore, Idaho",89.9,18.7,91.4,19.2,94.4,20.3,98.6,16.9
"Franklin, Idaho",90.3,17.7,91.0,18.2,92.7,18.5,100.0,0.0
"Fremont, Idaho",86.6,21.7,87.8,22.3,92.3,23.5,71.4,0.0
"Gem, Idaho",87.8,17.5,90.9,17.6,91.4,17.7,,
"Gooding, Idaho",79.1,17.2,79.6,17.1,87.6,18.8,100.0,0.0
"Idaho, Idaho",90.5,19.8,90.2,20.2,90.4,20.4,28.6,0.0
"Jefferson, Idaho",90.2,24.7,92.6,25.4,94.0,26.1,,
"Jerome, Idaho",77.2,16.1,77.3,16.6,89.6,21.7,100.0,20.8
"Kootenai, Idaho",93.2,25.2,93.4,25.3,93.3,25.5,92.3,28.2
"Latah, Idaho",95.8,45.4,95.8,46.1,96.1,46.0,100.0,32.0
"Lemhi, Idaho",92.1,22.9,93.0,23.8,93.1,23.7,66.7,0.0
"Lewis, Idaho",88.5,17.9,89.2,18.3,89.1,18.7,100.0,100.0
"Lincoln, Idaho",76.6,10.3,77.4,9.9,90.0,12.1,,
"Madison, Idaho",95.9,36.4,96.4,37.3,96.8,38.0,100.0,0.0
"Minidoka, Idaho",79.2,14.1,80.5,14.9,92.0,19.7,100.0,0.0
"Nez Perce, Idaho",92.0,22.9,92.1,23.1,92.6,23.2,58.3,5.8
"Oneida, Idaho",90.2,17.1,90.1,17.3,92.0,17.5,100.0,0.0
"Owyhee, Idaho",76.1,12.0,83.2,14.0,86.8,13.2,17.3,0.0
"Payette, Idaho",85.7,15.7,88.7,16.5,90.6,17.2,100.0,0.0
"Power, Idaho",79.2,15.1,80.8,17.4,90.0,21.9,100.0,100.0
"Shoshone, Idaho",86.2,11.5,86.6,11.5,86.4,11.2,89.3,39.3
"Teton, Idaho",93.8,41.0,95.5,45.2,97.5,46.7,,
"Twin Falls, Idaho",87.1,20.6,87.8,21.1,91.0,22.6,100.0,18.1
"Valley, Idaho",94.6,30.4,94.6,30.3,94.4,31.8,,
"Washington, Idaho",85.0,16.3,87.6,17.5,89.5,18.4,100.0,0.0
"Adams, Illinois",92.5,25.0,93.3,25.5,93.3,25.4,74.8,7.0
"Alexander, Illinois",86.5,12.9,86.5,10.6,86.7,10.7,86.9,15.0
"Bond, Illinois",89.2,22.9,89.7,23.8,90.2,24.1,82.9,7.8
"Boone, Illinois",86.2,23.5,87.4,23.8,91.4,26.0,97.7,37.8
"Brown, Illinois",83.0,14.1,88.4,17.8,91.3,18.8,64.7,1.5
"Bureau, Illinois",90.8,20.6,91.6,20.4,92.8,21.1,69.6,19.3
"Calhoun, Illinois",91.6,14.2,91.5,14.6,91.5,14.6,100.0,0.0
"Carroll, Illinois",91.2,19.5,91.4,19.4,91.5,19.7,71.2,23.7
"Cass, Illinois",84.0,15.1,86.1,14.6,90.7,16.0,71.2,8.7
"Champaign, Illinois",95.0,45.0,96.3,45.0,96.7,45.2,88.1,20.5
"Christian, Illinois",89.7,17.1,90.0,16.8,90.3,16.6,79.7,1.3
"Clark, Illinois",92.8,19.9,92.9,19.8,92.9,19.9,94.3,0.0
"Clay, Illinois",88.0,15.0,88.3,14.9,88.3,15.0,57.0,12.1
"Clinton, Illinois",90.1,22.3,91.5,22.9,92.4,23.2,57.9,7.2
"Coles, Illinois",91.4,26.0,91.6,25.4,91.7,25.4,79.3,22.1
"Cook, Illinois",87.1,38.8,89.9,45.4,94.8,52.6,87.3,22.6
"Crawford, Illinois",85.0,17.1,87.9,18.1,90.0,18.5,51.7,2.5
"Cumberland, Illinois",90.6,15.4,90.9,15.4,91.1,15.5,75.0,0.0
"DeKalb, Illinois",92.3,32.3,93.3,31.9,94.3,32.8,92.6,35.2
"De Witt, Illinois",91.5,21.3,92.0,21.6,92.8,21.9,42.0,2.0
"Douglas, Illinois",83.2,18.9,83.5,19.1,84.4,19.8,73.7,5.3
"DuPage, Illinois",93.0,49.4,94.3,48.6,96.8,51.7,92.5,34.0
"Edgar, Illinois",90.1,17.2,90.2,17.3,90.7,17.5,73.6,0.0
"Edwards, Illinois",92.0,13.9,92.2,14.0,92.2,14.1,36.8,0.0
"Effingham, Illinois",93.1,22.7,93.4,22.6,93.4,22.7,72.6,8.2
"Fayette, Illinois",83.8,11.3,85.5,11.8,85.8,12.0,61.3,2.1
"Ford, Illinois",90.4,21.4,91.5,21.1,91.6,21.4,68.9,0.0
"Franklin, Illinois",88.9,16.7,89.1,16.4,89.2,16.5,73.3,16.3
"Fulton, Illinois",88.6,17.6,89.9,18.2,90.6,18.2,59.1,4.5
"Gallatin, Illinois",86.9,10.9,87.0,10.7,87.0,10.8,96.2,0.0
"Greene, Illinois",90.6,12.8,91.1,13.1,91.1,13.1,60.0,0.0
"Grundy, Illinois",93.2,22.9,94.0,23.1,95.4,23.8,88.8,16.8
"Hamilton, Illinois",87.1,17.0,87.2,17.1,87.4,17.2,87.1,0.0
"Hancock, Illinois",93.4,21.0,93.6,20.9,93.7,20.9,81.0,1.3
"Hardin, Illinois",79.6,10.8,79.9,11.1,80.0,11.2,77.5,0.0
"Henderson, Illinois",91.2,18.3,91.1,18.3,91.2,18.4,83.3,0.0
"Henry, Illinois",91.2,23.3,92.6,23.7,92.7,23.7,74.6,14.8
"Iroquois, Illinois",89.5,15.9,90.8,15.5,91.4,15.7,86.5,30.8
"Jackson, Illinois",91.9,34.1,92.0,34.3,92.2,34.3,90.6,22.8
"Jasper, Illinois",89.8,16.6,89.6,16.7,89.6,16.7,78.9,15.8
